Job_Title,Skill,Company,Company_Industry,No_of_Reviews,No_of_Stars,Date_Since_Posted,Location,Company_Employees
Data Analyst,Data Mining| R| Python| SQL| Tableau,Getty Images,,102,3.900000095,30,NY,"Less than 10,000"
Senior Consulting Data Analyst,,Kaiser Permanente,Health Care,8164,4.199999809,21,CA,"10,000+"
Data Analyst,Machine Learning| Azure| Programmable Logic Controllers| AWS,WestRock,Industrial Manufacturing,1378,3.400000095,30,GA,"10,000+"
Metrics & Data Analytics Analyst,Informatica| Oracle| SQL,CSRA,,318,3.5,30,CA,
Environmental Data Analyst,Microsoft SQL Server| Microsoft Powerpoint| R| Management Experience| Crystal Reports| Microsoft Access| Tableau| Java| Microsoft Word| GIS| Python,ddms,,5,2.599999905,27,USA,
Data Analyst - Financial Crimes,Data Mining| SAS| Python| Audits| SQL| Microsoft Office,U.S. Bank,Banks and Financial Services,5986,3.700000048,4,OH,"10,000+"
Data Analyst III,Business Intelligence| Data Mining| Technical Writing| Visual Basic| Project Management| R| SQL| Python,Emory Healthcare,Health Care,1244,4,18,GA,
Grains and Oilseeds Data Analyst,SharePoint| R| Data Science| Python| Microsoft Office,Louis Dreyfus,,392,4,30,CT,
Data Analyst,Business Intelligence| Microsoft SQL Server| PowerShell| Power BI| Azure| SDLC| SQL| JSON| Tableau| SharePoint| Confluence| Quality Management| Jira,Ace Technologies,Internet and Software,16,4.099999905,7,IL,
Data Analyst,Time Management| R| SQL| Tableau| AWS,ZeniMax Media Inc.,,,,30,TX,
Data Analyst,JavaScript| Time Management| Hadoop| Power BI| Scala| R| Kafka| SQL| Tableau| React| Spark| Python| Elasticsearch| AWS,AllianceData,Banks and Financial Services,988,3.799999952,11,CA,"Less than 10,000"
Data Analyst,SAS| SQL,Capgemini,Consulting and Business Services,6072,3.799999952,13,IL,"10,000+"
Data Analyst,SAS| SQL,Capgemini,Consulting and Business Services,6072,3.799999952,13,IL,"10,000+"
Data Analytics Analyst,Oracle| Crystal Reports| SQL,Central Maine Medical Center,Health Care,117,3.299999952,30,ME,
Sr. Data Analyst,R| SAS| SQL| Tableau| STATA,Electronic Arts,Internet and Software,417,3.900000095,30,FL,"Less than 10,000"
Threat Data Analyst,Linux| MySQL| Scripting| Python| Elasticsearch,InfoArmor Inc,,,,30,AZ,
Data Analyst III,Data Warehouse| Excel| SQL| Microsoft Office| Microsoft Access,Centene,InsuranceHealth Care,1134,3.299999952,12,MO,"Less than 10,000"
Metrics & Data Analytics Analyst,Informatica| Oracle| SQL,CSRA,,318,3.5,30,CA,
Master Data Analyst,SharePoint| ERP Systems| Visio| SAP| Excel| Microsoft Office,Fortive,,,,11,CA,
Clinical Data Analyst,,Prime Healthcare,Health Care,1303,3.700000048,30,CA,"10,000+"
Healthcare Data Analyst,Python| SQL,Precision Health AI,,,,30,MA,
Data Analyst,Data Analysis| MATLAB| Python| SQL,Castleton Commodities International,,11,3.299999952,30,TX,
Data Analyst,Oracle| SQL,Capgemini,Consulting and Business Services,6072,3.799999952,29,CA,"10,000+"
Data Analyst III,Data Analysis| Excel| SQL| Microsoft Office| Microsoft Access,Centene,InsuranceHealth Care,1134,3.299999952,21,GA,"Less than 10,000"
Benefits Data Analyst - Health Analytics,,University of California UCOP,Education and Schools,1198,4.300000191,30,CA,
Client Success Data Analyst,SQL| Tableau,Collective Health,,7,4.099999905,30,CA,
Data Analyst,Process Improvement| SDLC,Cognizant,Internet and Software,10491,4,30,SC,"10,000+"
Data Analyst - Supply Chain,Microsoft Access| .Net| Java,Fanatics Inc.,Retail,455,3.700000048,26,FL,"Less than 10,000"
Data Analyst,Data Mining| Time Management| R| SAS| Statisical Analysis| SQL| SPSS,T1D Exchange,,,,30,MA,
Quantitative Data Analyst (Cogo Labs) Co-op,,Cogo Labs,Internet and Software,2,3.5,19,MA,"Less than 10,000"
CRM Data Analyst,Statistical Software| Performance Marketing| Quantitative Analysis| R| SAS| SQL| Tableau| Python,sweetgreen,Food and Beverages,201,3.700000048,30,CA,"Less than 10,000"
Data Analyst,Hive| Hadoop| R| Azure| SQL| Big Data| Spark| Python,"Brooks Sports, Inc",,31,4,30,WA,
Data Analyst,Data Mining| Data Analysis| Google Suite| Quantitative Research| Microsoft Office| SQL,Virtru,,,,23,DC,
Sales Data Analyst,Data Analysis,JFrog,,2,4,30,CA,
Data Analyst,Oracle| SQL,Capgemini,Consulting and Business Services,6072,3.799999952,29,CA,"10,000+"
Data Analytics Analyst,Hyperion| SQL| Microsoft Office| Microsoft Access| Tableau,Bank of the West,Banks and Financial Services,983,3.599999905,30,CA,"Less than 10,000"
Benefits Data Analyst - Retirement,Microsoft Powerpoint| Project Management| Workday| Microsoft Office,HP,Computers and Electronics,10824,4,30,TX,"10,000+"
Data Analyst,Business Intelligence| Microsoft SQL Server| Power BI| Azure| R| SQL| Tableau| Python,Barings,,16,4.099999905,19,NC,
Healthcare Data Analyst,STATA| Machine Learning| R| Python| SQL,Thomas Jefferson University and Hospitals,Education and Schools,663,4,21,PA,"10,000+"
Data Analyst (Field),R| SQL| Tableau| STATA| Predictive Analytics| SPSS| Business Analysis,Hiscox Ltd,Insurance,39,3.900000095,30,GA,"Less than 10,000"
Data Analyst,Oracle| SQL,Capgemini,Consulting and Business Services,6072,3.799999952,30,CA,"10,000+"
Business/ Data Analyst,Data Mining| Microsoft Powerpoint| Business Analysis| SQL,Candid Partners,,,,11,GA,
"Data Analyst, Social Networking",JavaScript| MySQL| Visual Basic| Oracle| Python| SQL| Excel| HTML5,Bloomberg,"Media, News and Publishing",671,3.900000095,30,NJ,"10,000+"
"Data Analyst, AVP",Microsoft Powerpoint| SQL,State Street,Banks and Financial Services,2067,3.5,11,MA,"10,000+"
"Data Analyst, Junior",Data Mining| Machine Learning| R| Perl| SAS| Tableau| Splunk| SPSS| Docker| Python,Booz Allen Hamilton,Consulting and Business Services,1733,3.900000095,30,DC,"10,000+"
Senior Consulting Data Analyst,SAS,Kaiser Permanente,Health Care,8164,4.199999809,30,CA,"10,000+"
Data Analyst,Hive| Data Mining| Microsoft Powerpoint| Power BI| Azure| SQL| Excel| Big Data| Spark| Analysis Skills| Data Analysis,Microsoft,Internet and Software,5178,4.199999809,30,WA,"10,000+"
Reporting & Data Analyst III,Time Management| Microsoft Powerpoint| Excel| Analysis Skills| Business Analysis| Adobe Marketing,Meijer,Retail,6797,3.5,12,MI,"10,000+"
User Acquisition Data Analyst,Performance Marketing| Data Analysis| Jira| SQL| Tableau,Kabam,Internet and Software,24,4.099999905,30,CA,"Less than 10,000"
Data Analyst,Oracle| SQL,Capgemini,Consulting and Business Services,6072,3.799999952,30,CA,"10,000+"
Data Analyst,Data Mining| Microsoft Powerpoint| SDLC| Microsoft Office| SQL| Microsoft Word| Data Warehouse| Visio| Data Analysis,Superior Vision,,36,2.400000095,30,MD,
"PROCUREMENT DATA ANALYST - Decatur, IL",Power BI| Project Management| R| SQL| Tableau| Python,Archer Daniels Midland Company,Agriculture and Extraction,733,3.700000048,4,IL,"10,000+"
Report and Data Analyst,SQL| Tableau,South Dakota State University Foundation,,,,28,SD,
CORE - Data Analyst,Design Experience| Business Analysis| SQL,Logic20/20,Consulting and Business Services,8,3.599999905,30,WA,"Less than 10,000"
Reporting / Operations / Data Analyst,Visual Basic| Oracle| Excel| SQL| Python,Fitch Group,,83,3.799999952,19,NY,
"data analyst, Retail Operations - SSC - Seattle, WA",Pig| Data Mining| Ruby| Power BI| R| Oracle| SAS| SQL| Tableau| Java| STATA| Data Warehouse| SPSS| Data Analysis| Python,Starbucks,"Restaurants, Travel and Leisure",27858,4.099999905,5,WA,"10,000+"
"data analyst, Retail Operations - SSC - Seattle, WA",Pig| Data Mining| Ruby| Power BI| R| Oracle| SAS| SQL| Tableau| Java| STATA| Data Warehouse| SPSS| Data Analysis| Python,Starbucks,"Restaurants, Travel and Leisure",27858,4.099999905,4,WA,"10,000+"
Data Analyst,Java| Hive| Scala| Python| SQL| AWS,Sovrn Holdings,"Media, News and Publishing",7,3.299999952,26,CO,"Less than 10,000"
M/WBE Research & Data Analyst,Data Mining| SAS| SQL| Excel| Microsoft Office| Microsoft Access| Visio| Python,NYC Careers,Government,,,30,NY,
Data Analyst - Digital Strategy & Growth,Python| SQL| Tableau,Disney,"Restaurants, Travel and Leisure",4330,4.199999809,30,CA,"10,000+"
Data Analyst III-ETL,Java| Microsoft Project| Microsoft SQL Server| XML| Visio| Oracle| SQL,Arthrex,Industrial Manufacturing,93,3.799999952,1,NY,"Less than 10,000"
EBI Data Analyst II,Data Warehouse| SDLC| CSS| SQL,Baylor Scott & White Health,Health Care,2132,3.900000095,30,TX,"10,000+"
Data Analyst,Data Mining| Scala| Azure| SQL| JSON| Tableau| Java| MySQL| S3| MongoDB| Data Analysis| NoSQL| Python| Elasticsearch| AWS,Spireon,,23,3,30,CA,
Airforce Aviation Data Analyst,R| Microsoft Office| Tableau| STATA| Data Analysis| MATLAB| Military Experience,Leidos,Aerospace and Defense,653,3.700000048,16,VA,"10,000+"
Healthcare Data Analyst II,Data Mining| Microsoft SQL Server| Microsoft Powerpoint| SAS| Crystal Reports| Excel| Microsoft Access| Design Experience| SPSS,Inland Empire Health Plan,Health Care,99,3.599999905,30,CA,"Less than 10,000"
Analytic Data Analyst,Database Administration| Data Warehouse| Business Analysis| SAS| SQL| Microsoft Office,Highmark Health,Health Care,610,3.200000048,12,PA,
Lead Data Analyst,Leadership Experience| Excel,WestRock,Industrial Manufacturing,1378,3.400000095,14,GA,"10,000+"
Lead Data Analyst,Leadership Experience| Excel,WestRock,Industrial Manufacturing,1378,3.400000095,14,GA,"10,000+"
Technical Data Analyst,MySQL| Microsoft SQL Server| Machine Learning| Scripting| R| Python| Tableau| AWS,"PitchBook Data, Inc.",,,,8,WA,
Data Analyst - Healthcare Payer,XML| Data Analysis| SQL| Microsoft Access,Perficient,Consulting and Business Services,50,3.400000095,30,MA,"Less than 10,000"
Claims Policy Data Analyst,RN,Commonwealth Care Alliance,Health Care,62,3.5,7,MA,"Less than 10,000"
Data Analyst 1,Data Mining| Power BI| R| Azure| SQL| Tableau| Spark| QlikView| Informatica| Python| OOP,Donnelley Financial Solutions,Consulting and Business Services,43,3.099999905,21,IL,"Less than 10,000"
Data Analyst,Visual Basic| Power BI| Excel| SQL| Tableau| Data Analysis,CORTEK,,12,4.199999809,20,MD,
"Data Analyst, Product",R| SQL| Data Warehouse| Python,VSCO,,,,30,CA,
Senior Data Analyst,R| Perl| SAS| SQL| STATA| Data Analysis| Python,"William E. Wecker Associates, Inc.",,,,9,WY,
Business Data Analyst II,Time Management| Crystal Reports| SQL,Rent-A-Center,Retail,3822,3.200000048,26,TX,"10,000+"
Data Analyst,JavaScript| Data Mining| Microsoft SQL Server| Visual Basic| Oracle| Crystal Reports| SQL| Tableau,New York University,Education and Schools,729,4.199999809,30,NY,"Less than 10,000"
Data Analyst,Data Mining| R| SAS| SQL| Tableau| T-SQL| PL/SQL| Spark| Data Analysis| AWS,KMM Technologies,,2,2.5,16,VA,
Senior Consulting Data Analyst,SAS,Kaiser Permanente,Health Care,8164,4.199999809,30,CA,"10,000+"
Quality Data Analyst - Senior,,"Cummins Power Systems, LLC.",Industrial Manufacturing,2705,3.900000095,30,IN,"10,000+"
Quality Data Analyst - Senior,,Cummins Inc.,Industrial Manufacturing,2705,3.900000095,30,IN,"10,000+"
Marketing Data Analyst,Marketing| HubSpot,Russian School of Mathematics,,17,3.799999952,30,MA,
Enterprise Data Analyst,Statistical Software| Data Mining| Machine Learning| R| Python,Farm Bureau Insurance of Michigan,Insurance,177,4.099999905,8,MI,"Less than 10,000"
Data Analytics Analyst,Hyperion| SQL| Microsoft Office| Microsoft Access| Tableau,BNP Paribas,Banks and Financial Services,2542,3.900000095,30,CA,"10,000+"
"Data Analyst I, Safety and Insurance",Hive| Spark| R| Python| SQL,Uber,Internet and Software,641,3.799999952,30,CA,"10,000+"
Pricing Data Analyst,Data Warehouse| Power BI| Hadoop| R| Python| SQL| Tableau,Staples,Retail,9416,3.599999905,30,MA,"10,000+"
Senior Data Analyst,R| Python,HopJump,,,,30,MA,
Workforce Data Analyst,Excel| SQL,CACI,Consulting and Business Services,1435,3.900000095,27,DC,"10,000+"
Marketing Data Analyst,Quantitative Analysis| Data Mining| Microsoft Powerpoint| Scripting| Marketing| R| Digital Marketing| Microsoft Office| SQL| Tableau| Python| Attribution Modeling,Autodesk,Internet and Software,333,4.099999905,30,CA,"Less than 10,000"
Data Analyst,,Diné Development Corporation,,,,25,OH,
Business Data Analyst,,Prospect 33,,2,4.5,30,NC,
Data Analyst - Internal Audit,Time Management| Visual Basic| SQL| QlikView| Audits,AIG,Insurance,2807,3.799999952,6,NC,"10,000+"
Algorithm Project Data Analyst,Data Mining| Python| SQL,Aptiv,Computers and Electronics,65,3.900000095,30,MI,"10,000+"
Reporting and Data Analyst,Data Mining| R| SAS| SQL| Microsoft Office| Tableau| Alteryx| SPSS,A. H. Belo Corporation,,3,3.299999952,30,TX,
Sr Data Analyst,Data Mining| Microsoft Powerpoint| Data Analysis| SQL| Microsoft Office,Verscend Technologies,,75,3.400000095,20,MD,
Data Analyst II,Business Intelligence| Crystal Reports| Microsoft Office| Tableau,Vera Whole Health,,6,4.300000191,15,WA,
"Product Data Analyst, Sponsored Products, Product",Hadoop,Criteo,,27,4,30,CA,
Sr. Data Analyst,SQL,Bird Rides Inc.,Transport and Freight,5,4.599999905,30,CA,
Intelligence Data Analyst,Machine Learning| R| Python,"Apogee Integration, LLC",,,,30,FL,
Data Analytics Analyst,Accounting| Power BI| SAS| SQL| Microsoft Office,Assurant,Insurance,2056,3.599999905,30,GA,"10,000+"
Data Analyst III,,Centene,InsuranceHealth Care,,,30,GA,"Less than 10,000"
Data Analyst,Data Analysis| Excel| Microsoft Access,"Strategic Resources, Inc.",Consulting and Business Services,102,3.700000048,30,VA,"Less than 10,000"
Data Analyst,Business Intelligence| Tableau,Deloitte,Consulting and Business Services,7197,4,30,VA,"10,000+"
Data Analyst,Data Analysis| Statisical Analysis| SQL| Tableau,Planned Systems International,,24,4.099999905,21,VA,
Data Analyst II,Business Intelligence| Machine Learning| Hadoop| Oracle| SQL| Tableau| Adobe Marketing,Beachbody,Retail,199,4,30,CA,"Less than 10,000"
Business Data Analyst,Data Mining,"HumanTouch, LLC",,3,4.699999809,12,VA,
Data Analyst,Hive| Data Mining| Visual Basic| Hadoop| R| SQL| Tableau| SPSS| MATLAB,FourthWall Media,,,,30,VA,
IT Data Analyst,Microsoft Powerpoint| Process Improvement| Statisical Analysis| Microsoft Office| Visio,Booz Allen Hamilton,Consulting and Business Services,1733,3.900000095,5,TN,"10,000+"
"Senior Analyst, Data Analytics",Business Intelligence| Microsoft Powerpoint| Hadoop| R| SAS| Data Science| Python,Prudential,Banks and Financial Services,2348,3.900000095,1,NJ,"10,000+"
EDP Business Data Analyst,,Capgemini,Consulting and Business Services,6072,3.799999952,30,NC,"10,000+"
Technical Data Analyst,,Clarkston Consulting,,10,4.599999905,30,USA,
Technical Data Analyst,Linux| Hadoop| Scripting| Kafka| SQL| Tableau| MySQL| PostgreSQL| NoSQL| Python| Elasticsearch,Riot Games,Internet and Software,26,3.799999952,29,CA,"Less than 10,000"
Data Analytics Analyst,Oracle| SQL,CSRA,,318,3.5,30,CA,
Quality Improvement Data Analyst,,Boston Children's Hospital,Organization,377,4.199999809,30,MA,"Less than 10,000"
"Performance and Data Analyst, Client Insights",Microsoft Powerpoint| R| SAS| Python| SQL| Tableau,"TrueCar, Inc.",,21,3.400000095,7,TX,
"Data Analyst, Content Indexing",JavaScript| Machine Learning| R| Python| SQL,Bloomberg,"Media, News and Publishing",671,3.900000095,27,NJ,"10,000+"
College Enrollment Data Analyst,JavaScript| Microsoft SQL Server| XML| CSS| HTML5,College Raptor,,,,16,IA,
EDP Business Data Analyst,,Capgemini,Consulting and Business Services,6072,3.799999952,29,NC,"10,000+"
Data Analyst Professional,SOX| Visio| Business Analysis| Excel| SQL,Freddie Mac,Banks and Financial Services,607,3.900000095,30,VA,"Less than 10,000"
Data Analyst Lead - Data Quality,Data Mining,Capgemini,Consulting and Business Services,6072,3.799999952,13,GA,"10,000+"
CSG Transformation Advanced Data Analyst,Data Mining| Machine Learning| Hadoop| R| Statisical Analysis| SQL| Teradata| Spark,Dell,Computers and Electronics,8696,4,30,TX,"10,000+"
Data Analyst,Microsoft SQL Server| SAS| SQL| Tableau,Banner Health,Health Care,1764,3.799999952,30,AZ,"10,000+"
"Associate, Data Analyst",Oracle| SQL| Troubleshooting| Informatica,Charles Schwab,Banks and Financial Services,948,4.099999905,25,TX,"10,000+"
Marketing Data Analyst,Marketing| Digital Marketing| SQL| Tableau| REST| Data Analysis,ForeFlight,,2,3.5,30,TX,
Data Analyst,Microsoft SQL Server| Microsoft Office,CACI,Consulting and Business Services,1435,3.900000095,30,VA,"10,000+"
Senior Data Analyst,Survey Design| Data Mining| Machine Learning,NORC at the University of Chicago,Organization,390,3.5,30,IL,"Less than 10,000"
"Product Data Analyst, Sponsored Products",Hadoop,Criteo,,27,4,30,CA,
"Analyst, Customer Analytics",Data Mining| SQL| Tableau,REI,Retail,454,4.099999905,14,WA,"10,000+"
Data Analyst 2,SharePoint| Data Mining| Data Analysis| Hadoop| Tableau,Capgemini,Consulting and Business Services,6072,3.799999952,30,IL,"10,000+"
"Data Analyst, Ecommerce",Data Mining| Power BI| R| Python| SQL| Tableau,BoxyCharm,,6,2.799999952,30,FL,
"Senior Analyst, Data Analytics",Business Intelligence| Microsoft Powerpoint| Hadoop| R| SAS| Data Science| Python,Prudential,Banks and Financial Services,2348,3.900000095,1,CT,"10,000+"
"Data Analyst, Ecommerce",Data Mining| Power BI| R| Python| SQL| Tableau,Boxy Charm,,6,2.799999952,30,FL,
Data Analyst IV,Business Intelligence| Excel| SQL| Microsoft Office| Microsoft Access| Data Warehouse| Data Analysis,Centene,InsuranceHealth Care,1134,3.299999952,30,CA,"Less than 10,000"
Salesforce Data Analyst,XML| SQL| Microsoft Office| Data Warehouse| Data Analysis,Acumen Solutions,,14,3.700000048,15,CA,
Data Analyst IV,Data Warehouse| Data Analysis| Excel| SQL| Microsoft Office| Microsoft Access,Centene,InsuranceHealth Care,1134,3.299999952,30,MO,"Less than 10,000"
Engine Development Data Analyst,MATLAB| Calibration,"Pinnacle Engines, Inc.",,,,30,CA,
Senior Data Analyst,,NORC at the University of Chicago,Organization,,,28,IL,"Less than 10,000"
Data Analyst – Business Intelligence,R| Python| Jira| SQL| Tableau,"iSpot.tv, Inc.",,,,30,WA,
Data Analyst,JavaScript| Hive| Machine Learning| Hadoop| R| SAS| SQL| Tableau| Big Data| Predictive Analytics| Python,Glu Mobile,,16,3.200000048,30,CA,
IT Healthcare Data Analyst,Business Intelligence| Excel| SQL,CenCal Health,,7,4.300000191,7,CA,
Clinical Data Analyst,"Conflict Management| Epic| ""Drivers License""| Business Analysis",Ely-Bloomenson Community Hospital,,,,1,MN,
"Data Analyst - Technology - Remote, Nationwide",Business Intelligence| Database Administration| Microsoft SQL Server| SQL,Bank of America Merchant Services,Banks and Financial Services,167,3.5,5,NC,"Less than 10,000"
"Data Analyst - Technology - Remote, Nationwide",Business Intelligence| Database Administration| Microsoft SQL Server| SQL,Bank of America Merchant Services,Banks and Financial Services,167,3.5,5,NC,"Less than 10,000"
Scientific Data Analyst,Statistical Software| Data Mining| R| MATLAB| Python,Stanford University,Education and Schools,530,4.300000191,26,CA,"Less than 10,000"
Senior Data Analyst,Supervising Experience| SQL| Tableau,Walmart eCommerce,Internet and Software,252,3.700000048,27,CA,"Less than 10,000"
Senior Data Analyst,SQL,National Instruments,Computers and Electronics,244,4,19,TX,"Less than 10,000"
Data Analyst,Salesforce CRM| Data Mining| Project Management| Microsoft Office| SQL| Tableau| Audits,Qualys,Computers and Electronics,14,3.900000095,30,CA,"Less than 10,000"
"Master Data Analyst ∞ (Maplewood, MN)",APICS Certification| SAP| Leadership Experience| Military Experience| Coaching Experience| Excel| Microsoft Access,3M,Industrial Manufacturing,2836,4.099999905,1,MN,"10,000+"
Data Analytics Analyst,Oracle| SQL,CSRA,,318,3.5,30,CA,
Data Analytics Analyst,Oracle| SQL,CSRA,,318,3.5,30,CA,
Tech Ops/Data Analyst,SharePoint| Data Mining| Microsoft Powerpoint| Visio| Excel| Microsoft Office,JPMorgan Chase,Banks and Financial Services,21159,3.900000095,13,OH,"10,000+"
Growth Hacking Data Analyst,Statisical Analysis| SQL,BorderX Lab Inc,,,,26,CA,
Sr. Data Analyst,Quantitative Analysis| Data Analysis| Excel| Tableau,Central Texas Food Bank,,10,3.099999905,30,TX,
Senior Data Analyst - MileOne Autogroup,Microsoft SQL Server| SAS| SQL| Tableau| Data Analysis,MileOne Automotive,Auto,66,2.5,16,MD,"Less than 10,000"
Senior Data Analyst,Quantitative Analysis| SQL| Tableau,HotelTonight,,6,3.799999952,30,CA,
Data Analyst IV,Data Analysis| Excel| SQL| Microsoft Office| Microsoft Access,Centene,InsuranceHealth Care,1134,3.299999952,30,CA,"Less than 10,000"
Data Analyst - Compensation,Certified Compensation Professional,Clemson University,Education and Schools,294,4.400000095,13,SC,
Business Data Analyst Sr,STATA| R| SAS,University of Utah,Education and Schools,430,4.199999809,14,UT,"10,000+"
Signal Processing & Data Analyst,Machine Learning| C/C++| Data Analysis| Signal Processing| Python,"GenapSys, Inc.",,,,14,CA,
Salesforce Data Analyst,XML| SQL| Microsoft Office| Data Warehouse| Data Analysis,Acumen Solutions,,14,3.700000048,15,GA,
Data Analyst,Data Analysis| Oracle,Paradyme Management,,23,3.900000095,22,DC,
Business Data Analyst,Business Intelligence| Data Mining| Machine Learning| Project Management| Visual Basic| R| SQL| Tableau| Big Data| Alteryx| Python| OOP,Coffee & Bagel Brands,,,,27,CO,
Data Analyst / Senior Data Analyst,Business Intelligence| Quantitative Analysis| SQL| Tableau,"Aledade, Inc.",,,,5,MD,
Senior Reporting/Data Analyst,Power BI| SQL| Tableau,FIS,Banks and Financial Services,1446,3.5,19,NY,"10,000+"
Data Analyst,FTP| Software Development| Jira| SQL,Castlight Health,Internet and Software,10,3.400000095,29,CA,"Less than 10,000"
Omni Channel Data Analyst,Data Mining| Machine Learning| Power BI| R| Statisical Analysis| SAS| Microsoft Office| Tableau| Data Analysis| Python,SunTrust,Banks and Financial Services,3532,3.599999905,30,GA,"10,000+"
Associate - Automation & Data Analyst,Tableau,Charles Schwab,Banks and Financial Services,948,4.099999905,12,TX,"10,000+"
Data Analyst III,R| SAS| Excel| SQL| Microsoft Office| Microsoft Access| Data Analysis,Centene,InsuranceHealth Care,1134,3.299999952,30,FL,"Less than 10,000"
Business-Data Analyst,Microsoft SQL Server| Analysis Skills| SQL,Blue Chip Talent,,4,3.799999952,30,NC,
Staff Technical Data Analyst,Java| Data Mining| Scala| Python| SQL,Intuit,Internet and Software,1103,4.199999809,30,CA,"Less than 10,000"
Senior Data Analyst,Data Mining| R| SQL| Tableau,Blue Apron,Food and Beverages,478,3.400000095,30,TX,"Less than 10,000"
Senior Data Analyst,Business Intelligence| SPSS| Power BI| R| SAS| SQL| Excel,HelloWorld,,10,3,30,MI,
Data Analyst II,Microsoft SQL Server| R| Python| SQL| Excel| Microsoft Access,American Institutes for Research,,169,3.799999952,8,DC,
Data Analyst - (Sales),SAP| Microsoft Office| Financial Modeling,Straumann,Industrial Manufacturing,38,3.200000048,25,MA,"Less than 10,000"
Senior Data Analyst,Data Mining| R| SQL| Tableau,Blue Apron,Food and Beverages,478,3.400000095,30,TX,"Less than 10,000"
BURBANK Campus Recruiting 2018 - I&D - Data Analyst,Data Mining| Business Analysis,Capgemini,Consulting and Business Services,6072,3.799999952,30,CA,"10,000+"
Sr. Campaign Data Analyst,Microsoft Powerpoint,SUBWAY,Food and Beverages,33082,3.700000048,30,CT,"10,000+"
Product Specialist - Data analyst,Data Mining| Excel,Libra Services,,,,30,NY,
"Quant UX Researcher, Data Analyst",Survey Design,TSheets,,2,4,16,ID,
EyeMed - Business Data Analyst (Reporting),Data Warehouse| SDLC,LUXOTTICA,Retail,2434,3.700000048,28,OH,"10,000+"
Data Analyst - DAS,Data Mining| Microsoft SQL Server| Data Management| R| Oracle| SAS| SQL| Sybase| MySQL,Mindshare,"Media, News and Publishing",100,3.799999952,30,NY,"Less than 10,000"
"Business Intelligence Analyst, Sales & Delivery Analytics",,Tesla,Industrial Manufacturing,,,14,CA,"10,000+"
Safety Outcomes Data Analyst,Data Mining| SAS| Microsoft Office| SQL| Tableau| Software Development| Visio| Data Analysis,MedStar Health,Health Care,373,3.799999952,30,DC,
Senior Data Analyst,R| Statisical Analysis| SQL| Tableau| Data Analysis| Python,GoodRx,Internet and Software,3,5,27,CA,"Less than 10,000"
Data Analyst IV,System Design| CompTIA Security+| RMF,JT4,,67,4,2,CA,
Business Data Analyst Sr,Quantitative Analysis| Excel| SQL| Tableau,University of Utah,Education and Schools,430,4.199999809,13,UT,"10,000+"
Senior Data Analyst,Google Analytics| R| SQL| Excel| Python,WW International (formerly Weight Watchers),,,,26,NY,
Data Analyst,Business Intelligence| Data Mining| Microsoft SQL Server| Machine Learning| Oracle| SQL| Sybase| Data Warehouse,Ascensus,Banks and Financial Services,79,3.099999905,30,PA,"Less than 10,000"
Data Analyst,Microsoft SQL Server| Time Management| R| SQL| Tableau| Data Analysis| Python,Berkadia Commercial Mortgage,Real Estate,48,3.900000095,30,PA,"Less than 10,000"
Master Data Analyst/Documentation Specialist,Time Management| Excel,Cisco Meraki,Internet and Software,10,4.400000095,28,CA,"Less than 10,000"
Sr. Data Analyst II,Time Management| Business Analysis,IHS,Banks and Financial Services,240,3.599999905,30,MI,"10,000+"
Sr. Data Analyst II,Time Management| Business Analysis,IHS Markit,Banks and Financial Services,240,3.599999905,30,MI,"10,000+"
Policy Analyst - Economics and Data Focus (Data Analyst),Microsoft Powerpoint| R| SQL| Microsoft Office,State of Washington,Government,209,3.400000095,30,WA,
Data Analyst - CRM,Machine Learning| Microsoft Powerpoint| Project Management| Marketing| Digital Marketing| Omniture| SQL| Excel| Tableau| iWork| Spark| Attribution Modeling,Disney,"Restaurants, Travel and Leisure",46,4.300000191,7,CA,"10,000+"
Production Data Analyst,Time Management| Microsoft Powerpoint| Oracle| Tableau| Microsoft Word| Data Analysis,Cambria,Consumer Goods and Services,87,2.799999952,30,MN,"Less than 10,000"
Data Analyst II,Data Mining| Microsoft Powerpoint| Power BI| Hadoop| SQL| Excel| Analysis Skills,Microsoft,Internet and Software,5178,4.199999809,30,WA,"10,000+"
Product Data Analyst,SQL| Confluence| Design Experience| Jira,"Level Ex, Inc.",,,,30,IL,
"SQL Data Analyst, Analyst/Officer",Data Warehouse| SQL,MUFG,Banks and Financial Services,41,2.599999905,30,CA,"10,000+"
Senior Data Analyst,Business Intelligence| Ruby| R| Perl| Statisical Analysis| SQL| Tableau| Spark| Python,Snowflake Computing,,3,4.300000191,30,CA,
Digital Services Data Analyst,Business Intelligence| Excel| Tableau,Fremont Bank,Banks and Financial Services,106,3.5,28,CA,
Business / Data Analyst,,Capgemini,Consulting and Business Services,6072,3.799999952,29,NJ,"10,000+"
Business / Data Analyst,,Capgemini,Consulting and Business Services,6072,3.799999952,30,NJ,"10,000+"
Data Analyst Specialist,Microsoft SQL Server| Visual Basic| Perl| Oracle| SQL,Trinity Health,Health Care,310,3.5,30,MI,
Data Analyst III,Data Analysis| Excel| SQL| Microsoft Office| Microsoft Access,Centene,InsuranceHealth Care,1134,3.299999952,30,MO,"Less than 10,000"
"SQL Data Analyst, Analyst/Officer",Data Warehouse| SQL,MUFG,Banks and Financial Services,41,2.599999905,30,AZ,"10,000+"
