Job_Title,Skill,Company,Company_Industry,No_of_Reviews,No_of_Stars,Date_Since_Posted,Location,Company_Employees
Quality Data Analyst,Project Management,Honeywell,Industrial Manufacturing,6497,3.8,1,SC,"10,000+"
Research/Data Analyst,Statistical Software| Microsoft Powerpoint| R| SAS| Microsoft Office| Tableau| SPSS,Holleran Consulting,Blank,5,3.4,2,PA,
Data Analyst,Microsoft SQL Server| SAS| Data Warehouse,"Hitech Assets, LLC.",Blank,,,27,MD,
Data Analyst (Field),R| SQL| Tableau| STATA| Predictive Analytics| SPSS| Business Analysis,Hiscox Ltd,Insurance,39,3.9,30,GA,"Less than 10,000"
Pipeline Integrity Data Analyst,Microsoft Office| SharePoint,Hilcorp Energy Company,Agriculture and Extraction,19,4.1,13,TX,"Less than 10,000"
Analytic Data Analyst,Database Administration| Data Warehouse| Business Analysis| SAS| SQL| Microsoft Office,Highmark Health,Health Care,610,3.2,12,PA,
"VP, IT Data & Analytics",Project Management| Management Consulting| Leadership Experience| Strategic Planning,Hertz,Auto,4280,3.4,30,FL,"10,000+"
Senior Data Analyst,Business Intelligence| SPSS| Power BI| R| SAS| SQL| Excel,HelloWorld,Blank,10,3,30,MI,
"Analyst, Supply Chain Analytics",Visual Basic| Microsoft Office| SQL| Tableau| Java| STATA| SPSS| MATLAB| Python,HelloFresh,Food and Beverages,236,3.2,5,NY,
Data Analyst Developer,System Design| MCSA| Microsoft SQL Server| PowerShell| Power BI| Azure| SQL| Tableau| T-SQL| Data Warehouse| MCSE,Heartland Business Systems,Internet and Software,18,2.8,30,WI,"Less than 10,000"
Data Analyst- Product,Quantitative Analysis| Python| Tableau,Hearsay Social,Blank,3,4.3,19,CA,
Data Analyst,Microsoft SQL Server| SQL| Tableau,Healthtronics,Blank,33,3.7,30,TX,
Business Intelligence Data Analyst,Salesforce CRM| Python| SQL| Tableau,Healthline Media,Computers and Electronics,22,3.8,25,CA,"Less than 10,000"
Data Analyst,Time Management| Microsoft Powerpoint| R| SAS| SQL| Tableau| STATA| SPSS| Leadership Experience,Health Team Advantage,Blank,,,14,NC,
Business Data Analyst,Data Mining| R| SAS| SQL| Excel,"Health One Alliance, LLC",Blank,,,19,GA,
Sr. Data Analyst - Health Plan Group,JavaScript| Data Mining| XML| SAS| Excel| SQL| SPSS,Health First,Health Care,381,3.7,30,FL,
Healthcare Data Analyst,Microsoft SQL Server| Machine Learning| Power BI| R| SAS| Oracle| SQL| Excel| Leadership Experience,Health Dialog,Blank,45,3.9,12,MA,
Data Analyst,Business Intelligence| Microsoft SQL Server| QlikView| Business Analysis| SQL| Tableau,Health Care District of Palm Beach County,Health Care,25,4.1,25,FL,"Less than 10,000"
Quality Incentive Programs Data Analyst,Data Mining| Microsoft Powerpoint| Project Management| Microsoft Office| SQL| Excel,Healdsburg District Hospital,Health Care,32,3.2,18,CA,
Data Analyst,Excel| SQL| Microsoft Access| Data Analysis,HCSC,Health Care,1472,3.9,30,IL,
"System Analyst, Data & Analytics",Microsoft SQL Server| Software Development| Power BI| Oracle,HBM Holdings,Blank,,,30,MO,
Advanced Data Analyst I,Microsoft Word| Time Management| Microsoft Powerpoint| SPSS| R| SAS| SQL,Hawaii Medical Service Association,Health Care,42,3.4,30,HI,"Less than 10,000"
Data Analyst,Time Management| Microsoft Office,Hawaii Medical Service Association,Health Care,42,3.4,30,HI,"Less than 10,000"
"SENIOR ANALYST, MARKETING ANALYTICS",Power BI| Marketing| R| SAS| SQL| Cloud Computing| Tableau| Python,HAVI Logistics,Transport and Freight,28,3.9,30,IL,
"Data Analyst, Digital Gaming",Machine Learning| R| SQL| Data Analysis| Python,Hasbro Inc.,Consumer Goods and Services,416,4.2,30,WA,
Senior Data Analyst,R| SAS| STATA,Harvard University,Education and Schools,607,4.3,30,MA,
Data Analyst (Research Analyst),ICD-10| Microsoft Powerpoint| SAS| Microsoft Office| ICD-9| Medical Coding,Harvard Pilgrim Health Care,Health Care,65,4.1,13,MA,"Less than 10,000"
"Analyst - Business Analytics, Intelligence and Data Science",Business Intelligence| Alteryx| Microsoft SQL Server| SQL| Tableau,Harvard Business Publishing,Education and Schools,607,4.3,5,MA,
Senior Data Analyst,Business Intelligence| Python| SQL| Tableau,Harry's,Blank,12,4.2,19,NY,
Head of Analytics,Machine Learning| R| Python| Sentiment Analytics,Harry's,Blank,12,4.2,30,NY,
Data Analyst,Machine Learning| SQL,Harnham,Consulting,6,4.8,30,CA,"Less than 10,000"
Senior Data Analyst,R| Python| SQL| Tableau,Harnham,Consulting,6,4.8,30,CA,"Less than 10,000"
Senior Data Analyst Contractor,R| Python| SQL| Tableau,Harnham,Consulting,6,4.8,7,CA,"Less than 10,000"
Senior Data Analyst,SQL,Harnham,Consulting,6,4.8,30,CA,"Less than 10,000"
Marketing Data Analyst (6 month contract),R| Marketing| Python| SQL,Harnham,Consulting,6,4.8,11,CA,"Less than 10,000"
SVP of Marketing Analytics and Strategy - Specialty Retailer,Data Mining| Machine Learning| Management Experience| Marketing Mix Modeling,Harnham,Consulting,6,4.8,21,CA,"Less than 10,000"
VP Digital Analytics,Marketing| R| Digital Marketing| Python,Harnham,Consulting,6,4.8,30,NY,"Less than 10,000"
VP Advanced Analytics,Machine Learning| SAS| Python| SQL,Harnham,Consulting,6,4.8,30,NY,"Less than 10,000"
VP Marketing Analytics,Performance Marketing| R| SAS| Python| SQL,Harnham,Consulting,6,4.8,30,TN,"Less than 10,000"
Head of Category Analytics,,Harnham,Consulting,6,4.8,30,NY,"Less than 10,000"
VP Marketing Analytics,Performance Marketing| R| SAS| Python| SQL,Harnham,Consulting,6,4.8,30,TX,"Less than 10,000"
"Director, Digital Analytics - Fashion Brand",Microsoft Word| Microsoft Powerpoint| Microsoft Office| Tableau,Harnham,Consulting,6,4.8,30,CA,"Less than 10,000"
VP Marketing Analytics,Performance Marketing| R| SAS| Python| SQL,Harnham,Consulting,6,4.8,30,NY,"Less than 10,000"
"Director, Digital Analytics - Fashion Brand",Microsoft Word| Microsoft Powerpoint| Microsoft Office| Tableau,Harnham,Consulting,6,4.8,30,CA,"Less than 10,000"
"Manager, Advanced Analytics",Hive| Machine Learning| Hadoop| R| Python| SQL,Harnham,Consulting,6,4.8,30,NY,"Less than 10,000"
Senior Director of Advanced Analytics,R| SAS| SQL,Harnham,Consulting,6,4.8,30,NY,"Less than 10,000"
Director of Product Analytics - Ecommerce,R| Data Science| Python| SQL,Harnham,Consulting,6,4.8,30,CA,"Less than 10,000"
Data Analyst,Data Warehouse| SQL,Harley-Davidson,Auto,1169,3.8,30,OH,"Less than 10,000"
Lead Data Analyst,R| SQL| MATLAB| Leadership Experience| Data Mining| SAS| Tableau| Python,Hallmark,Consumer Goods and Services,3006,3.9,1,MO,"Less than 10,000"
Junior Data Analyst,Hive| XML| Hadoop| SQL,Halfaker and Associates,Blank,24,3.8,30,VA,
Junior Data Analyst,Hive| XML| Hadoop| SQL,Halfaker and Associates,Blank,24,3.8,30,VA,
Junior Data Analyst,Hive| XML| Hadoop| SQL,Halfaker and Associates,Blank,24,3.8,30,VA,
Data Analyst (Power BI Reports Developer),Microsoft SQL Server| Time Management| Power BI| SQL| Data Warehouse| Git,Halfaker and Associates,Blank,24,3.8,30,VA,
Master Data Analyst - Procurement,Microsoft Powerpoint,Guardian Industries,Industrial Manufacturing,169,3.6,1,MI,"10,000+"
Data Analyst - DAS,Data Mining| Microsoft SQL Server| Data Management| R| Oracle| SAS| SQL| Sybase| MySQL,GroupM,"Media, News and Publishing",95,3.8,18,NY,"10,000+"
Data Analyst - DAS,Data Mining| Microsoft SQL Server| Data Management| R| Oracle| SAS| SQL| Sybase| MySQL,GroupM,"Media, News and Publishing",95,3.8,30,NY,"10,000+"
Director Data & Analytics Digital Media,Microsoft Powerpoint| R| SAS| Omniture| Microsoft Office| Tableau| SPSS| Leadership Experience| Doubleclick| Python,GroupM,"Media, News and Publishing",95,3.8,30,NY,"10,000+"
Data Analyst,SQL,Grid Dynamics,Blank,2,3.5,27,CA,
"Sr. Analyst, Data Analytics",Business Intelligence| Microsoft SQL Server| Visual Basic| R| SQL| Microsoft Office| Tableau,Green Dot Corporation,Banks and Financial Services,27,3.4,30,CA,"Less than 10,000"
Data Analyst,Microsoft SQL Server| Power BI| SQL,Greater Delaware Valley,Blank,,,14,PA,
Digital Data Analyst,Google Analytics| R| SQL| Tableau| Alteryx| Analysis Skills| Data Warehouse| Business Analysis| Python,Great Wolf Lodge,Leisure,910,3.6,30,IL,"Less than 10,000"
Digital Data Analyst,Google Analytics| R| SQL| Tableau| Alteryx| Analysis Skills| Data Warehouse| Business Analysis| Python,Great Wolf Lodge,Leisure,910,3.6,30,WI,"Less than 10,000"
Sales Operations - Data Analyst,,GrayMatter,Blank,,,16,PA,
Sales Operations - Data Analyst,Microsoft Office,Gray Matter Systems,Blank,,,16,PA,
Data Analyst,,Graphic Products,Blank,,,30,OR,
Data Analytics & Reporting Analyst,Hive| Quantitative Analysis| Data Mining| Microsoft SQL Server| Hadoop| R| Perl| Oracle| Statisical Analysis| SQL| Tableau| Data Warehouse| Python,Grail Insights,Blank,,,20,CA,
Data Analyst - Business Intelligence,Big Data| Business Intelligence| Data Warehouse| SQL| Tableau,goPuff,Consumer Goods and Services,48,2.6,27,PA,
"Data Analyst, Users and Products",Ruby| Scripting| Perl| R| C/C++| SQL| Java| Analysis Skills| Management Consulting| Python,Google,Internet and Software,2641,4.3,30,CO,"10,000+"
"Project and Data Analyst, Global Security and Resilience Ser...",JavaScript| Data Analysis| SQL,Google,Internet and Software,2641,4.3,30,CA,"10,000+"
Reverse Logistics Data Analyst,SQL| Tableau,Google,Internet and Software,2641,4.3,30,CA,"10,000+"
"Data Analyst, Users and Products",Ruby| Scripting| Perl| R| C/C++| SQL| Java| Analysis Skills| Management Consulting| Python,Google,Internet and Software,2641,4.3,30,CA,"10,000+"
"Data Analyst, Ads and Measurement",JavaScript| Data Analysis| R| Python| SQL,Google,Internet and Software,2641,4.3,14,MI,"10,000+"
"Business Intelligence and Data Analyst, REWS",JavaScript| Business Intelligence| Data Warehouse| R| Python| SQL,Google,Internet and Software,2641,4.3,30,CA,"10,000+"
"Revenue Intelligence Analyst, Analytics and Revenue Optimiza...",R| Python| SQL,Google,Internet and Software,2641,4.3,18,NY,"10,000+"
"Revenue Intelligence Analyst, Analytics and Revenue Optimiza...",R| Python| SQL,Google,Internet and Software,2641,4.3,18,CA,"10,000+"
"Data Analyst, Ads and Measurement",JavaScript| Data Analysis| R| Python| SQL,Google,Internet and Software,2641,4.3,14,CA,"10,000+"
"Data Analyst, Ads and Measurement",JavaScript| Data Analysis| R| Python| SQL,Google,Internet and Software,2641,4.3,14,NY,"10,000+"
"Data Analyst, Ads and Measurement",JavaScript| Data Analysis| R| Python| SQL,Google,Internet and Software,2641,4.3,14,CA,"10,000+"
"Product Marketing Manager, Data and Analytics, BigQuery, Goo...",Product Demos| Marketing,Google,Internet and Software,2642,4.3,30,WA,"10,000+"
"Product Marketing Manager, Data and Analytics, BigQuery, Goo...",Product Demos| Marketing,Google,Internet and Software,2642,4.3,30,CA,"10,000+"
"Product Marketing Manager, Data and Analytics, BigQuery, Goo...",Product Demos| Marketing,Google,Internet and Software,2641,4.3,30,CA,"10,000+"
Director of Analytics - Healthcare,Business Intelligence,Goodwin Recruiting,Human Resources and Staffing,8,4.5,30,IN,
Data Analyst,SharePoint| Time Management| Microsoft Powerpoint| Microsoft Office| Tableau,"Goodwill Industries International, Inc. (GII)",Organization,14245,3.6,14,MD,"Less than 10,000"
Senior Data Analyst,R| Statisical Analysis| SQL| Tableau| Data Analysis| Python,GoodRx,Internet and Software,3,5,27,CA,"Less than 10,000"
Data Analyst,Data Mining| Machine Learning,GOCOOL,Blank,,,20,WA,
Data Analyst,Salesforce CRM| Data Analysis,Goby,Blank,,,19,IL,
Sr. Marketing Data Analyst,Microsoft Powerpoint| R| Marketing| SAS| Excel,GM Financial,Auto,514,3.7,7,MI,"Less than 10,000"
VP Decision Analytics,R| Big Data| Data Analysis| Data Mining| Microsoft Powerpoint| Hadoop| SAS| Spark| Python,GM Financial,Auto,514,3.7,30,TX,"Less than 10,000"
Data Analyst,JavaScript| Hive| Machine Learning| Hadoop| R| SAS| SQL| Tableau| Big Data| Predictive Analytics| Python,Glu Mobile,Blank,16,3.2,30,CA,
Data Analyst,JavaScript| Hive| Machine Learning| Hadoop| R| SAS| SQL| Tableau| Predictive Analytics| Python,Glu Mobile,Blank,16,3.2,30,CA,
Senior Data Analyst,JavaScript| Machine Learning| Hadoop| R| Perl| SAS| SQL| Tableau| Big Data| Predictive Analytics| Python,Glu Mobile,Blank,16,3.2,30,CA,
"Director, eCommerce Optimization & Analytics",SQL,Globoforce Limited,Blank,2,5,12,MA,
Head of Commercial Data & Analytics,R| SAS,GlaxoSmithKline,Pharmaceuticals,3195,4.2,30,NC,"10,000+"
"Senior Director, Provider Access & Trade Analytics",R| SAS,GlaxoSmithKline,Pharmaceuticals,3195,4.2,30,PA,"10,000+"
Data Analyst,Microsoft Powerpoint,Glassview Media,Blank,,,30,NY,
Data Analyst,R| Python,GlassDoor,Leisure,,,20,MA,"10,000+"
Senior Data Analyst,Machine Learning| SQL| Python,GlassDoor,Leisure,2,3,1,MN,"10,000+"
Senior Data Analyst,Machine Learning| SQL| Python,GlassDoor,Leisure,2,3,1,OR,"10,000+"
Senior Data Analyst,Machine Learning| SQL| Python,GlassDoor,Leisure,2,3,1,MA,"10,000+"
Senior Data Analyst,Machine Learning| SQL| Python,GlassDoor,Leisure,2,3,1,MD,"10,000+"
Data Analyst,Pig| Ruby| Hadoop| SQL| Data Warehouse| Python,GlassDoor,Leisure,,,30,CA,"10,000+"
Business & Data Analyst,Microsoft SQL Server| XML| Project Management| Power BI| Google Search Console| JSON| SQL,GlassDoor,Leisure,3,4.3,4,IN,"10,000+"
Data Analyst / Database Developer,Microsoft SQL Server| Project Management| Scripting| Oracle| SQL| .Net| MySQL| Data Warehouse,GlassDoor,Leisure,3,4.7,14,RI,"10,000+"
Senior Data Analyst,JavaScript| Design Patterns| SQL| HTML5| Java| AWS,GlassDoor,Leisure,,,30,VA,"10,000+"
Clinical Data Analyst,,Gila River Health Care,Health Care,81,3.4,30,AZ,
Data Analyst,Data Mining| R| Python| SQL| Tableau,Getty Images,Blank,102,3.9,30,NY,"Less than 10,000"
Data Analyst,Microsoft Powerpoint| SPSS| SQL| Excel| Microsoft Office,Germania Insurance,Insurance,18,4.1,30,TX,
Data Analyst. Customer Experience,Big Data| Data Science| Python| SQL,Geotab,Internet and Software,8,3.8,30,NV,"Less than 10,000"
Academic Affairs Data Analyst,Qualtrics| Microsoft Office| SQL| HTML5| SPSS| Data Analysis,Georgia Military College,Education and Schools,89,4.1,20,GA,
Business Data Analyst,Microsoft Project| Project Management| SQL,George Mason University,Education and Schools,407,4.2,30,VA,
"Data Analyst (GIS, LiDar, Ortho/Imagery)",MicroStation| CAD| GIS| Basic Computer Skills,GeoDigital,Blank,3,3,30,TX,
Data Analyst Manager,Perl| SAS| SQL| Data Warehouse| Leadership Experience| Python,Genworth,Banks and Financial Services,361,3.7,8,VA,
"IT Senior Data Analyst, POS",Data Warehouse| Informatica| Process Improvement| PostgreSQL| Oracle| SQL,Genuine Parts Company,Auto,1270,3.7,29,GA,
Oracle DRM Master Data Analyst,SOX| SharePoint| Hyperion| SAP| Oracle| Excel,General Motors,Auto,6241,4.2,30,MI,"10,000+"
Data Analyst,Database Administration| R| SQL| Excel| Microsoft Office| Microsoft Access,General Dynamics Information Technology,Aerospace and Defense,4573,3.8,18,DC,"10,000+"
Data Analyst,Data Analysis,General Dynamics Information Technology,Aerospace and Defense,4573,3.8,21,AR,"10,000+"
Data Analyst,Data Analysis| R| SAS,General Dynamics Information Technology,Aerospace and Defense,4573,3.8,30,AR,"10,000+"
Data Analyst Intern,SAS,General Dynamics Information Technology,Aerospace and Defense,4573,3.8,30,AR,"10,000+"
Sr Data Analyst,Data Analysis| SAS| SQL,General Dynamics Information Technology,Aerospace and Defense,4573,3.8,14,IA,"10,000+"
DATA ANALYST,Microsoft SQL Server| SQL| Visual Studio| Data Warehouse,General Dentistry 4 Kids,Blank,7,3.3,30,AZ,
Signal Processing & Data Analyst,Machine Learning| C/C++| Data Analysis| Signal Processing| Python,"GenapSys, Inc.",Blank,,,14,CA,
Dental Products Data Analyst,Data Mining| Visual Basic| SQL| Microsoft Access,GEHA,Insurance,56,3.9,15,MO,"Less than 10,000"
Sr Director - Data & Analytics,Business Intelligence| Data Mining| Hadoop| R| Oracle| SQL| Tableau| Java| Python,GE Careers,Industrial Manufacturing,4683,4,13,USA,"10,000+"
Data Analyst (Secret Clearance Req'd),Google Analytics,"GCC Technologies, LLC",Blank,8,3.8,8,DC,
Data Analyst,Excel| SQL,Gaylord Specialty Healthcare,Health Care,17,4,30,CT,
Sr Data Analyst,Data Analysis| R| Python| SQL,"Gartner, Inc.","Media, News and Publishing",307,3.8,27,TX,"Less than 10,000"
"VP, Strategy & Analytics- Executive Programs - Strategy Inno...",Microsoft Powerpoint| Crystal Reports| SQL| Excel,"Gartner, Inc.","Media, News and Publishing",307,3.8,30,CT,"Less than 10,000"
Operations Data Analyst,Excel| SQL| Tableau| Analysis Skills| QlikView,Gallagher,Insurance,665,3.3,30,IL,"10,000+"
Data Analyst,Java| Microsoft SQL Server| Power BI| SDLC| Leadership Experience| Python| SQL,Galaxy Systems,Blank,4,1.8,30,NJ,
Hub Data Analyst,Microsoft Powerpoint| SAS| SQL| Microsoft Office,Fund for Public Health in New York City,Blank,,,30,NY,
Data Analyst,Excel| SQL| Tableau,Fullscreen Media,Blank,33,4.2,30,CA,
"Director, Product - Data & Analytics",Machine Learning| Management Experience| SQL| Tableau,Fullscreen Media,Blank,33,4.2,30,CA,
Data Analyst,Excel| SQL| Tableau,Fullscreen,Blank,33,4.2,30,CA,
"Director, Product - Data & Analytics",Machine Learning| SQL| Tableau,Fullscreen,Blank,33,4.2,30,CA,
Data Analyst,,Fruition Partners,Blank,7,4.1,12,NV,
"Data Analyst- Sales Tools- Bothell, WA",,Fruition Partners,Blank,7,4.1,4,WA,
Data Analyst - Automotive Retail,Microsoft Powerpoint| SQL| Tableau,Frogdata,Blank,,,14,MI,
Data Analyst,SAS| SQL,Fresenius Medical Care,Health Care,3205,3.6,11,TX,"10,000+"
Digital Services Data Analyst,Business Intelligence| Excel| Tableau,Fremont Bank,Banks and Financial Services,106,3.5,28,CA,
Data Analyst,Microsoft Powerpoint| Data Analysis| Excel,Freedom Forever,Blank,26,3.5,21,CA,
Business Data Analyst,Time Management| Microsoft Powerpoint| SQL| Tableau,Freedom Financial Network,Banks and Financial Services,142,3.6,30,CA,"Less than 10,000"
Data Analyst Professional,SOX| Visio| Business Analysis| Excel| SQL,Freddie Mac,Banks and Financial Services,607,3.9,30,VA,"Less than 10,000"
Data Analyst Professional,SOX| Visio| Business Analysis| Excel| SQL,Freddie Mac,Banks and Financial Services,607,3.9,30,VA,"Less than 10,000"
System Director Analytics,Machine Learning,Franciscan Health,Health Care,456,3.7,20,IN,"10,000+"
Data Analyst - Client Site,Excel| Microsoft Office| Tableau,Fragomen,Consulting,113,3.3,5,CA,"Less than 10,000"
Data Analyst,QlikView| Data Analysis| SQL,FPM Technologies,Blank,,,22,IL,
Data Analyst,Hadoop| Kafka| DynamoDB| Azure| Google Cloud Platform| SQL| Big Data| Cassandra| Spark| Data Warehouse| NoSQL| AWS,Foxconn,Industrial Manufacturing,1652,4,30,WI,
Data Analyst,Hive| Data Mining| Visual Basic| Hadoop| R| SQL| Tableau| SPSS| MATLAB,FourthWall Media,Blank,,,30,VA,
Data Analyst,Data Mining| Machine Learning| R| MATLAB| Python,FourKites,Blank,,,30,IL,
Smart Trials Data Analyst,Oracle,"Foundation Medicine, Inc.",Blank,15,3.8,8,MA,
Data Analyst - Omni-Channel Marketing,Database Marketing| Data Mining| Marketing| Python| SQL| Tableau,Fossil Group,Consumer Goods and Services,110,3.9,30,TX,"10,000+"
Data Analyst,SQL| Tableau,Fortive,Blank,,,19,MN,
Master Data Analyst,SharePoint| ERP Systems| Visio| SAP| Excel| Microsoft Office,Fortive,Blank,,,11,CA,
Aircraft Data Analyst,JavaScript| Confluence| Time Management| Software Development| Visual Basic| Jira| Aviation Experience,ForeFlight,Blank,2,3.5,8,TX,
Marketing Data Analyst,Marketing| Digital Marketing| SQL| Tableau| REST| Data Analysis,ForeFlight,Blank,2,3.5,30,TX,
Senior Data Analyst,Salesforce CRM| Business Intelligence| Microsoft Powerpoint| SQL| Excel| Microsoft Office| Tableau| Business Analysis,Forcepoint,Blank,98,3.1,30,TX,
Clinical Data Analyst – FHC Clinical Outcomes – Altamonte,Microsoft Powerpoint| RN| ICU| Nursing Experience| Leadership Experience,Florida Hospital,Health Care,1983,4.1,1,FL,"10,000+"
StudentUniverse Jr. SQL Data Analyst - Waltham MA,Linux| Microsoft SQL Server| Crystal Reports| SQL| Excel| Tableau| T-SQL| CentOS| Visual Studio| Git| PostgreSQL| Shell Scripting| Jira| openSUSE,Flight Centre,Blank,,,30,MA,
Data Analyst,Design Patterns| Data Analysis| SQL,Flair IT Solutions,Blank,,,26,MI,
Data Analyst,,Fitch Group,Blank,,,5,IL,
Reporting / Operations / Data Analyst,Visual Basic| Oracle| Excel| SQL| Python,Fitch Group,Blank,83,3.8,19,NY,
"Data Analyst, Consultant",SharePoint| Visual Studio| Microsoft SQL Server| Time Management| SQL| Microsoft Office,Fiserv,Banks and Financial Services,1666,3.5,7,NY,
"Data Analyst, Consultant",SharePoint| Visual Studio| Microsoft SQL Server| Time Management| SQL| Microsoft Office,Fiserv,Banks and Financial Services,1666,3.5,6,NY,
"Data Analyst, Consultant",Microsoft Powerpoint| Microsoft Access,Fiserv,Banks and Financial Services,1666,3.5,6,WI,
"Data Analyst, Consultant",Microsoft Powerpoint| Microsoft Access,Fiserv,Banks and Financial Services,1666,3.5,6,WI,
Data Analyst,Power BI| Excel| SQL| Tableau,FIS,Banks and Financial Services,1446,3.5,19,NY,"10,000+"
Senior Reporting/Data Analyst,Power BI| SQL| Tableau,FIS,Banks and Financial Services,1446,3.5,19,NY,"10,000+"
Product Manager - Data & Analytics,,FIS,Banks and Financial Services,1447,3.5,1,FL,"10,000+"
Business Data Analyst-Gov't Programs,Microsoft SQL Server| Time Management| Project Management| SDLC| Microsoft Office| Tableau| Analysis Skills,FirstCare Health Plans,Blank,37,2.9,30,TX,
Cards & Payments Data Analyst,Microsoft SQL Server| Data Mining| Microsoft Powerpoint| R| Oracle| SAS| SQL| Excel| Sybase| Microsoft Access| STATA| SPSS,First Tech Federal Credit Union,Banks and Financial Services,72,3.2,5,OR,
Data Analyst (Remote),SQL| Microsoft Office,First San Francisco Partners,Blank,,,19,REMOTE,
Fair Lending Data Analyst,Microsoft Powerpoint| Excel,First Republic Bank,Blank,131,4,30,CA,
Contingent Data Analyst,TFS| Data Analysis| Jira| SQL,First Republic Bank,Blank,131,4,21,CA,
Data Analyst,Data Analysis| SQL,First Republic Bank,Blank,131,4,28,CA,
Business Analyst - Performance Data Analyst,Data Analysis| Jira| SQL,First Republic Bank,Blank,131,4,30,CA,
Senior Manager of Data & Analytics,Java| R| Python| SQL| Tableau,First Republic Bank,Blank,132,4,20,CA,
Data Analyst,Hadoop| Scala| SQL| Java| Big Data| Spark| Telecommunication| NoSQL| Python| AWS,First Orion,Blank,,,30,AR,
"Sr. Analyst, Data Analytics",SQL,First National Bank of Omaha,Banks and Financial Services,131,4.2,16,NE,
Data Analyst,SQL,First National Bank of America,Banks and Financial Services,17,3.7,15,MI,
"Principal Quantitative Analyst, Advanced Analytics- New York...",Machine Learning| Predictive Analytics| Spark| Python,Finra,Banks and Financial Services,84,3.8,30,NY,"Less than 10,000"
"Data Analyst- Glendale, CA",Microsoft Word| Microsoft Office| Excel| SQL| Microsoft Access,Fidelity National Financial,Insurance,576,3.8,6,CA,"10,000+"
Implementation Data Analyst,Informatica| SQL| Microsoft Access,Fidelity Investments,Banks and Financial Services,3021,4.1,22,NC,"10,000+"
Data Analyst / Sr. Data Analyst,Business Intelligence| Data Mining| OBIEE| SQL| Tableau| Alteryx| Kanban| Data Warehouse| QlikView| Software Development| Informatica| Data Analysis,Fidelity Investments,Banks and Financial Services,3021,4.1,4,MA,"10,000+"
Enrollment Data Analyst,Data Mining| Crystal Reports| SQL| Microsoft Office| Microsoft Access| Managed Care,Fidelis Care,Insurance,296,3.3,6,NY,"Less than 10,000"
Connected Vehicle Data Analyst,,Fiat Chrysler Automobiles,Auto,4432,4.1,30,MI,"10,000+"
Sr. Data Analyst,Data Mining| Machine Learning| R| SQL| Tableau| S3| Data Analysis| Python| AWS,Fender,Blank,14,2.9,7,CA,
Supervision Data Analyst - Supervision Group,SharePoint| Visual Basic| SAS| SQL| Excel,Federal Reserve Bank of New York,Banks and Financial Services,495,4.1,14,NY,"Less than 10,000"
Data Analyst,Microsoft Powerpoint| Visual Basic| R| SAS| Microsoft Office| SQL| Tableau,"Federal Management Systems, Inc.",Blank,34,3.9,14,MD,
Master Data Analyst,,FARO Technologies,Industrial Manufacturing,57,3.5,30,FL,
Personal Lines & Farm Underwriting Data Analyst,SQL| Tableau,Farm Bureau Insurance of Michigan,Insurance,177,4.1,2,MI,"Less than 10,000"
Enterprise Data Analyst,Statistical Software| Data Mining| Machine Learning| R| Python,Farm Bureau Insurance of Michigan,Insurance,177,4.1,8,MI,"Less than 10,000"
Data Analyst - Supply Chain,Microsoft Access| .Net| Java,Fanatics Inc.,Retail,455,3.7,26,FL,"Less than 10,000"
Data Analyst,Salesforce CRM| Google Analytics,"Facing History and Ourselves, Inc",Blank,,,30,MA,
"Data Analyst, Spam Operations",JavaScript| Data Mining| Quantitative Analysis| Scripting| Python| SQL| PHP| Haskell,Facebook,Internet and Software,387,4.2,19,CA,"10,000+"
"Data Analyst - Media, Partnerships Analytics",Hive| R| SAS| Oracle| SQL| Tableau| STATA| MySQL| Facebook Advertising| SPSS,Facebook,Internet and Software,387,4.2,19,NY,"10,000+"
"Data Analyst, People Analytics",Statistical Software| Hive| Scripting| Project Management| R| Oracle| SQL| Workday| Tableau| Python,Facebook,Internet and Software,387,4.2,13,CA,"10,000+"
"Data Analyst, Music and Media Operations",Java| JavaScript| Python| SQL,Facebook,Internet and Software,387,4.2,19,NY,"10,000+"
"Data Analyst, Customer Operations",Hive| Hadoop| R| SAS| SQL| Tableau| STATA| Troubleshooting| SPSS| MATLAB| Python,Facebook,Internet and Software,387,4.2,13,CA,"10,000+"
"Data Analyst, Media Operations",Hive| Quantitative Analysis| Hadoop| Scripting| R| Perl| SQL| Tableau| Haskell| Business Analysis| Python| PHP,Facebook,Internet and Software,387,4.2,19,CA,"10,000+"
"Marketplace Analyst, Publisher Yield Analytics",Hive| R| Statisical Analysis| SQL| Tableau| Python,Facebook,Internet and Software,387,4.2,19,CA,"10,000+"
"Assessment Science Analyst, People Analytics",Survey Design| SPSS| R| Python,Facebook,Internet and Software,387,4.2,19,NY,"10,000+"
Head of Global Security Business Intelligence and Analytics,Business Intelligence| Business Analysis| SQL,Facebook,Internet and Software,387,4.2,5,CA,"10,000+"
Marketing Data Analyst,Visual Basic| Microsoft Office| SQL,Fabick Cat,Blank,30,3.7,30,MO,
"VP, Analytics",Public Speaking,EyeView,Blank,,,8,NY,
XTO Land Data Analyst,Microsoft Office| Microsoft Access,ExxonMobil,Energy and Utilities,2234,4,5,TX,"10,000+"
"Data Analyst, Marketing",Salesforce CRM| Business Intelligence| R| SAS| SQL| Excel| Tableau| Alteryx| Python,Experian,Internet and Software,330,4.3,30,CA,
